name,pokedex_number,abilities,typing,hp,attack,defense,special_attack,special_defense,speed,height,weight,genus,gen_introduced,female_rate,genderless,baby_pokemon,legendary,mythical,is_default,forms_switchable,base_experience,capture_rate,egg_groups,egg_cycles,base_happiness,can_evolve,evolves_from,primary_color,shape,number_pokemon_with_typing,normal_attack_effectiveness,fire_attack_effectiveness,water_attack_effectiveness,electric_attack_effectiveness,grass_attack_effectiveness,ice_attack_effectiveness,fighting_attack_effectiveness,poison_attack_effectiveness,ground_attack_effectiveness,fly_attack_effectiveness,psychic_attack_effectiveness,bug_attack_effectiveness,rock_attack_effectiveness,ghost_attack_effectiveness,dragon_attack_effectiveness,dark_attack_effectiveness,steel_attack_effectiveness,fairy_attack_effectiveness
Magnezone,462,Magnet Pull~Sturdy~Analytic,Electric~Steel,70,70,115,130,90,60,12,1800,Magnet Area Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,241,30,Mineral,20,70,FALSE,Magneton,Gray,Arms,4,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
Lickilicky,463,Own Tempo~Oblivious~Cloud Nine,Normal,110,85,95,80,95,50,17,1400,Licking Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,30,Monster,20,70,FALSE,Lickitung,Pink,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Rhyperior,464,Lightning Rod~Solid Rock~Reckless,Ground~Rock,115,140,130,55,55,40,24,2828,Drill Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,241,30,Monster~Field,20,70,FALSE,Rhydon,Gray,Upright,9,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
Tangrowth,465,Chlorophyll~Leaf Guard~Regenerator,Grass,100,100,125,110,50,50,20,1286,Vine Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,187,30,Grass,20,70,FALSE,Tangela,Blue,Humanoid,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Electivire,466,Motor Drive~Vital Spirit,Electric,75,123,67,95,85,95,18,1386,Thunderbolt Pokémon,4,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,243,30,Human-Like,25,70,FALSE,Electabuzz,Yellow,Upright,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Magmortar,467,Flame Body~Vital Spirit,Fire,75,95,67,125,95,83,16,680,Blast Pokémon,4,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,243,30,Human-Like,25,70,FALSE,Magmar,Red,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Togekiss,468,Hustle~Serene Grace~Super Luck,Fairy~Flying,85,50,95,120,115,80,15,380,Jubilee Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,245,30,Flying~Fairy,10,70,FALSE,Togetic,White,Wings,2,1,1,1,2,0.5,2,0.25,2,0,1,1,0.25,2,1,0,0.5,2,1
Yanmega,469,Speed Boost~Tinted Lens~Frisk,Bug~Flying,86,76,86,116,56,95,19,515,Ogre Darner Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,180,30,Bug,20,70,FALSE,Yanma,Green,Bug-Wings,14,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
Leafeon,470,Leaf Guard~Chlorophyll,Grass,65,110,130,60,65,95,10,255,Verdant Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,35,35,FALSE,Eevee,Green,Quadruped,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Glaceon,471,Snow Cloak~Ice Body,Ice,65,60,110,130,95,65,8,259,Fresh Snow Pokémon,4,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,45,Field,35,35,FALSE,Eevee,Blue,Quadruped,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
Gliscor,472,Hyper Cutter~Sand Veil~Poison Heal,Ground~Flying,75,95,125,45,75,95,20,425,Fang Scorpion Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,179,30,Bug,20,70,FALSE,Gligar,Purple,Wings,4,1,1,2,0,1,4,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1
Mamoswine,473,Oblivious~Snow Cloak~Thick Fat,Ice~Ground,110,130,80,70,60,80,25,2910,Twin Tusk Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,239,50,Field,20,70,FALSE,Piloswine,Brown,Quadruped,3,1,2,2,0,2,1,2,0.5,1,1,1,1,1,1,1,1,2,1
Porygon Z,474,Adaptability~Download~Analytic,Normal,85,80,70,135,75,90,9,340,Virtual Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,241,30,Mineral,20,70,FALSE,Porygon2,Red,Arms,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Gallade,475,Steadfast~Justified,Psychic~Fighting,68,125,65,65,115,80,16,520,Blade Pokémon,4,0,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,233,45,Human-Like~Amorphous,20,35,FALSE,Kirlia,White,Humanoid,6,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Gallade Mega,475,Inner Focus,Psychic~Fighting,68,165,95,65,115,110,16,564,Blade Pokémon,4,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,278,45,Human-Like~Amorphous,20,35,FALSE,Kirlia,White,Humanoid,6,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
Probopass,476,Sturdy~Magnet Pull~Sand Force,Rock~Steel,60,55,145,75,150,40,14,3400,Compass Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,184,60,Mineral,20,70,FALSE,Nosepass,Gray,Heads,7,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
Dusknoir,477,Pressure~Frisk,Ghost,45,100,135,65,135,45,22,1066,Gripper Pokémon,4,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,236,45,Amorphous,25,35,FALSE,Dusclops,Black,Arms,15,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
Froslass,478,Snow Cloak~Cursed Body,Ice~Ghost,70,80,70,80,70,110,13,266,Snow Land Pokémon,4,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,168,75,Fairy~Mineral,20,70,FALSE,Snorunt,White,Arms,1,0,2,1,1,1,0.5,0,0.5,1,1,1,0.5,2,2,1,2,2,1
Rotom,479,Levitate,Electric~Ghost,50,50,77,95,77,91,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,154,45,Amorphous,20,70,FALSE,,Red,Ball,1,0,1,1,0.5,1,1,0,0.5,2,0.5,1,0.5,1,2,1,2,0.5,1
Rotom Fan,479,Levitate,Electric~Flying,50,65,107,105,107,86,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,182,45,Amorphous,20,70,FALSE,,Red,Ball,6,1,1,1,1,0.5,2,0.5,1,0,0.5,1,0.5,2,1,1,1,0.5,1
Rotom Frost,479,Levitate,Electric~Ice,50,65,107,105,107,86,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,182,45,Amorphous,20,70,FALSE,,Red,Ball,2,1,2,1,0.5,1,0.5,2,1,2,0.5,1,1,2,1,1,1,1,1
Rotom Heat,479,Levitate,Electric~Fire,50,65,107,105,107,86,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,182,45,Amorphous,20,70,FALSE,,Red,Ball,1,1,0.5,2,0.5,0.5,0.5,1,1,4,0.5,1,0.5,2,1,1,1,0.25,0.5
Rotom Mow,479,Levitate,Electric~Grass,50,65,107,105,107,86,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,182,45,Amorphous,20,70,FALSE,,Red,Ball,1,1,2,0.5,0.25,0.5,2,1,2,1,1,1,2,1,1,1,1,0.5,1
Rotom Wash,479,Levitate,Electric~Water,50,65,107,105,107,86,3,3,Plasma Pokémon,4,0,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,182,45,Amorphous,20,70,FALSE,,Red,Ball,3,1,0.5,0.5,1,2,0.5,1,1,2,0.5,1,1,1,1,1,1,0.25,1
Uxie,480,Levitate,Psychic,75,75,130,75,130,95,3,3,Knowledge Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,140,FALSE,,Yellow,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Mesprit,481,Levitate,Psychic,80,105,105,105,105,80,3,3,Emotion Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,140,FALSE,,Pink,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Azelf,482,Levitate,Psychic,75,125,70,125,70,115,3,3,Willpower Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,261,3,Undiscovered,80,140,FALSE,,Blue,Upright,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Dialga,483,Pressure~Telepathy,Steel~Dragon,100,120,120,150,100,90,54,6830,Temporal Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,White,Quadruped,2,0.5,1,0.5,0.5,0.25,1,2,0,2,0.5,0.5,0.5,0.5,1,1,1,0.5,1
Palkia,484,Pressure~Telepathy,Water~Dragon,90,120,100,150,120,100,42,3360,Spatial Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,306,3,Undiscovered,120,0,FALSE,,Purple,Upright,3,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,1,2,1,0.5,2
Heatran,485,Flash Fire~Flame Body,Fire~Steel,91,90,106,130,106,77,17,4300,Lava Dome Pokémon,4,0.5,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,10,100,FALSE,,Brown,Quadruped,1,0.5,1,2,1,0.25,0.25,2,0,4,0.5,0.5,0.25,1,1,0.5,1,0.25,0.25
Regigigas,486,Slow Start,Normal,110,160,110,80,110,100,37,4200,Colossal Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,302,3,Undiscovered,120,0,FALSE,,White,Humanoid,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Giratina Altered,487,Pressure~Telepathy,Ghost~Dragon,150,100,120,100,120,90,45,7500,Renegade Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,306,3,Undiscovered,120,0,FALSE,,Black,Tentacles,5,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Giratina Origin,487,Levitate,Ghost~Dragon,150,120,100,120,100,90,69,6500,Renegade Pokémon,4,0,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,306,3,Undiscovered,120,0,FALSE,,Black,Tentacles,5,0,0.5,0.5,0.5,0.5,2,0,0.5,1,1,1,0.5,1,2,2,2,1,2
Cresselia,488,Levitate,Psychic,120,70,120,75,130,85,15,856,Lunar Pokémon,4,1,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Yellow,Squiggle,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Phione,489,Hydration,Water,80,80,80,80,80,80,4,31,Sea Drifter Pokémon,4,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,216,30,Water 1~Fairy,40,70,FALSE,,Blue,Arms,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Manaphy,490,Hydration,Water,100,100,100,100,100,100,3,14,Seafaring Pokémon,4,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Water 1~Fairy,10,70,FALSE,,Blue,Humanoid,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Darkrai,491,Bad Dreams,Dark,70,90,90,135,90,125,15,505,Pitch-Black Pokémon,4,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,0,FALSE,,Black,Humanoid,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Shaymin Land,492,Natural Cure,Grass,100,100,100,100,100,100,2,21,Gratitude Pokémon,4,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,270,45,Undiscovered,120,100,FALSE,,Green,Quadruped,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Shaymin Sky,492,Serene Grace,Grass~Flying,100,103,75,120,75,127,4,52,Gratitude Pokémon,4,0,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,270,45,Undiscovered,120,100,FALSE,,Green,Quadruped,7,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
Arceus,493,Multitype,Normal,120,120,120,120,120,120,32,3200,Alpha Pokémon,4,0,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,324,3,Undiscovered,120,0,FALSE,,White,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Victini,494,Victory Star,Psychic~Fire,100,100,100,100,100,100,4,40,Victory Pokémon,5,0,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,270,3,Undiscovered,120,100,FALSE,,Yellow,Humanoid,3,1,0.5,2,1,0.5,0.5,0.5,1,2,1,0.5,1,2,2,1,2,0.5,0.5
Snivy,495,Overgrow~Contrary,Grass,45,45,55,45,55,63,6,81,Grass Snake Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field~Grass,20,70,TRUE,,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Servine,496,Overgrow~Contrary,Grass,60,60,75,60,75,83,8,160,Grass Snake Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,145,45,Field~Grass,20,70,TRUE,Snivy,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Serperior,497,Overgrow~Contrary,Grass,75,75,95,75,95,113,33,630,Regal Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,238,45,Field~Grass,20,70,FALSE,Servine,Green,Squiggle,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Tepig,498,Blaze~Thick Fat,Fire,65,63,45,45,45,45,5,99,Fire Pig Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field,20,70,TRUE,,Red,Quadruped,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Pignite,499,Blaze~Thick Fat,Fire~Fighting,90,93,55,70,55,55,10,555,Fire Pig Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,146,45,Field,20,70,TRUE,Tepig,Red,Upright,7,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Emboar,500,Blaze~Reckless,Fire~Fighting,110,123,65,100,65,65,16,1500,Mega Fire Pig Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,238,45,Field,20,70,FALSE,Pignite,Red,Upright,7,1,0.5,2,1,0.5,0.5,1,1,2,2,2,0.25,1,1,1,0.5,0.5,1
Oshawott,501,Torrent~Shell Armor,Water,55,55,45,63,45,45,5,59,Sea Otter Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,62,45,Field,20,70,TRUE,,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Dewott,502,Torrent~Shell Armor,Water,75,75,60,83,60,60,8,245,Discipline Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,145,45,Field,20,70,TRUE,Oshawott,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Samurott,503,Torrent~Shell Armor,Water,95,100,85,108,70,70,15,946,Formidable Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,238,45,Field,20,70,FALSE,Dewott,Blue,Quadruped,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Patrat,504,Run Away~Keen Eye~Analytic,Normal,45,55,39,35,39,42,5,116,Scout Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,51,255,Field,15,70,TRUE,,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Watchog,505,Illuminate~Keen Eye~Analytic,Normal,60,85,69,60,69,77,11,270,Lookout Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,147,255,Field,20,70,FALSE,Patrat,Brown,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Lillipup,506,Vital Spirit~Pickup~Run Away,Normal,45,60,45,25,45,55,4,41,Puppy Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,55,255,Field,15,70,TRUE,,Brown,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Herdier,507,Intimidate~Sand Rush~Scrappy,Normal,65,80,65,35,65,60,9,147,Loyal Dog Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,130,120,Field,15,70,TRUE,Lillipup,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Stoutland,508,Intimidate~Sand Rush~Scrappy,Normal,85,110,90,45,90,80,12,610,Big-Hearted Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,45,Field,15,70,FALSE,Herdier,Gray,Quadruped,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Purrloin,509,Limber~Unburden~Prankster,Dark,41,50,37,50,37,66,4,101,Devious Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Field,20,70,TRUE,,Purple,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Liepard,510,Limber~Unburden~Prankster,Dark,64,88,50,88,50,106,11,375,Cruel Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,156,90,Field,20,70,FALSE,Purrloin,Purple,Quadruped,14,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
Pansage,511,Gluttony~Overgrow,Grass,50,53,48,53,48,64,6,105,Grass Monkey Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,190,Field,20,70,TRUE,,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Simisage,512,Gluttony~Overgrow,Grass,75,98,63,98,63,101,11,305,Thorn Monkey Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,174,75,Field,20,70,FALSE,Pansage,Green,Upright,43,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
Pansear,513,Gluttony~Blaze,Fire,50,53,48,53,48,64,6,110,High Temp Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,190,Field,20,70,TRUE,,Red,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Simisear,514,Gluttony~Blaze,Fire,75,98,63,98,63,101,10,280,Ember Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,174,75,Field,20,70,FALSE,Pansear,Red,Upright,34,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
Panpour,515,Gluttony~Torrent,Water,50,53,48,53,48,64,6,135,Spray Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,63,190,Field,20,70,TRUE,,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Simipour,516,Gluttony~Torrent,Water,75,98,63,98,63,101,10,290,Geyser Pokémon,5,0.125,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,174,75,Field,20,70,FALSE,Panpour,Blue,Upright,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
Munna,517,Forewarn~Synchronize~Telepathy,Psychic,76,25,45,67,55,24,6,233,Dream Eater Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,58,190,Field,10,70,TRUE,,Pink,Quadruped,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Musharna,518,Forewarn~Synchronize~Telepathy,Psychic,116,55,85,107,95,29,11,605,Drowsing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,170,75,Field,10,70,FALSE,Munna,Pink,Humanoid,45,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
Pidove,519,Big Pecks~Super Luck~Rivalry,Normal~Flying,50,55,50,36,30,43,3,21,Tiny Pigeon Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,255,Flying,15,70,TRUE,,Gray,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Tranquill,520,Big Pecks~Super Luck~Rivalry,Normal~Flying,62,77,62,50,42,65,6,150,Wild Pigeon Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,125,120,Flying,15,70,TRUE,Pidove,Gray,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Unfezant,521,Big Pecks~Super Luck~Rivalry,Normal~Flying,80,115,80,65,55,93,12,290,Proud Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,220,45,Flying,15,70,FALSE,Tranquill,Gray,Wings,27,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
Blitzle,522,Lightning Rod~Motor Drive~Sap Sipper,Electric,45,60,32,50,32,76,8,298,Electrified Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,190,Field,20,70,TRUE,,Black,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Zebstrika,523,Lightning Rod~Motor Drive~Sap Sipper,Electric,75,100,63,80,63,116,16,795,Thunderbolt Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,174,75,Field,20,70,FALSE,Blitzle,Black,Quadruped,34,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
Roggenrola,524,Sturdy~Weak Armor~Sand Force,Rock,55,75,85,25,25,15,4,180,Mantle Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,56,255,Mineral,15,70,TRUE,,Blue,Legs,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Boldore,525,Sturdy~Weak Armor~Sand Force,Rock,70,105,105,50,40,20,9,1020,Ore Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,137,120,Mineral,15,70,TRUE,Roggenrola,Blue,Tentacles,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Gigalith,526,Sturdy~Sand Stream~Sand Force,Rock,85,135,130,60,80,25,17,2600,Compressed Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,232,45,Mineral,15,70,FALSE,Boldore,Blue,Tentacles,16,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
Woobat,527,Unaware~Klutz~Simple,Psychic~Flying,65,45,43,55,43,72,4,21,Bat Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,65,190,Field~Flying,15,70,TRUE,,Blue,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Swoobat,528,Unaware~Klutz~Simple,Psychic~Flying,67,57,55,77,55,114,9,105,Courting Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,149,45,Field~Flying,15,70,FALSE,Woobat,Blue,Wings,8,1,1,1,2,0.5,2,0.25,1,0,1,0.5,1,2,2,1,2,1,1
Drilbur,529,Sand Rush~Sand Force~Mold Breaker,Ground,60,85,40,30,45,68,3,85,Mole Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,66,120,Field,20,70,TRUE,,Gray,Upright,17,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
Excadrill,530,Sand Rush~Sand Force~Mold Breaker,Ground~Steel,110,135,60,50,65,88,7,404,Subterrene Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,178,60,Field,20,70,FALSE,Drilbur,Gray,Humanoid,6,0.5,2,2,0,1,1,2,0,2,0.5,0.5,0.5,0.25,1,0.5,1,0.5,0.5
Audino,531,Healer~Regenerator~Klutz,Normal,103,60,86,60,86,50,11,310,Hearing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,390,255,Fairy,20,70,FALSE,,Pink,Upright,71,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
Audino Mega,531,Healer,Normal~Fairy,103,60,126,80,126,50,15,320,Hearing Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,425,255,Fairy,20,70,FALSE,,Pink,Upright,5,1,1,1,1,1,1,1,2,1,1,1,0.5,1,0,0,0.5,2,1
Timburr,532,Guts~Sheer Force~Iron Fist,Fighting,75,80,55,25,35,35,6,125,Muscular Pokémon,5,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,61,180,Human-Like,20,70,TRUE,,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Gurdurr,533,Guts~Sheer Force~Iron Fist,Fighting,85,105,85,40,50,40,12,400,Muscular Pokémon,5,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,142,90,Human-Like,20,70,TRUE,Timburr,Gray,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Conkeldurr,534,Guts~Sheer Force~Iron Fist,Fighting,105,140,95,55,65,45,14,870,Muscular Pokémon,5,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,227,45,Human-Like,20,70,FALSE,Gurdurr,Brown,Humanoid,29,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
Tympole,535,Swift Swim~Hydration~Water Absorb,Water,50,50,40,50,40,64,5,45,Tadpole Pokémon,5,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,59,255,Water 1,20,70,TRUE,,Blue,Fish,72,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
